Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary
pima_diabetes-weka.filters.unsupervised.attribute.ReplaceMissingValues,1,1,weka.classifiers.sklearn.ScikitLearnClassifier,'-batch 100 -learner XGBClassifier -py-command python -py-path default -server-name none',-6212485658537766441,2.0230823102700002E7,691.0,77.0,59.0,18.0,0.0,76.62337662337663,23.376623376623378,0.0,0.5194174757281553,0.24950045433953613,0.42149009734033904,54.84035813326183,88.33020344586599,71.96830017538234,70.53488565431329,1.4334145210690536,0.9346532490309395,0.9160374760300427,0.018615773000896802,31.398979287731933,0.4077789517887264,43.628902185009984,0.74,37.0,0.18518518518518517,5.0,0.8148148148148148,22.0,0.26,13.0,0.8809523809523809,0.74,0.8043478260869565,0.53168727464995,0.8422222222222222,0.9195537256775436,0.7662337662337663,0.21141895141895142,0.7885810485810485,0.23376623376623376,0.7924551638837353,0.7662337662337663,0.7711517094406295,0.53168727464995,0.8422222222222222,0.8350775746157214,0.7570126227208975,0.7662337662337663,2.46,0.016,0.109375,0.0,109.375,0.0,253915.0,71304.0,9290.0,92.20779220779221,72.07792207792208,?
pima_diabetes-weka.filters.unsupervised.attribute.ReplaceMissingValues,1,2,weka.classifiers.sklearn.ScikitLearnClassifier,'-batch 100 -learner XGBClassifier -py-command python -py-path default -server-name none',-6212485658537766441,2.0230823102700002E7,691.0,77.0,55.0,22.0,0.0,71.42857142857143,28.571428571428573,0.0,0.383102694828842,0.3050271464661257,0.47276980515217526,67.04516028578044,99.0767122066794,71.96830017538234,87.10105542424263,-15.132755248860292,0.9346532490309395,1.131182537977177,-0.19652928894623756,22.551227416762956,0.29287308333458384,31.33494519365748,0.76,38.0,0.37037037037037035,10.0,0.6296296296296297,17.0,0.24,12.0,0.7916666666666666,0.76,0.7755102040816326,0.3837065760234115,0.7696296296296297,0.8635478884137013,0.7142857142857143,0.32465608465608464,0.6753439153439152,0.2857142857142857,0.7196223316912971,0.7142857142857143,0.7164723032069972,0.38370657602341157,0.7696296296296297,0.792801858994444,0.6913265306122449,0.7142857142857143,0.064,0.017,0.0,0.0,0.0,0.0,254187.0,71304.0,9290.0,90.9090909090909,75.32467532467533,?
pima_diabetes-weka.filters.unsupervised.attribute.ReplaceMissingValues,1,3,weka.classifiers.sklearn.ScikitLearnClassifier,'-batch 100 -learner XGBClassifier -py-command python -py-path default -server-name none',-6212485658537766441,2.0230823102700002E7,691.0,77.0,47.0,30.0,0.0,61.03896103896104,38.96103896103896,0.0,0.15877640203932997,0.37291116752330555,0.5278325888158676,81.96611117605589,110.61602692368064,71.96830017538234,103.36581958446776,-31.39751940908542,0.9346532490309395,1.342413241356724,-0.40775999232578464,10.294983569309183,0.13370108531570368,14.304886379448922,0.68,34.0,0.5185185185185185,14.0,0.48148148148148145,13.0,0.32,16.0,0.7083333333333334,0.68,0.6938775510204083,0.15902667979677512,0.7007407407407408,0.8478720778919511,0.6103896103896104,0.44890812890812887,0.5510918710918711,0.38961038961038963,0.6171443499029707,0.6103896103896104,0.613371322554996,0.1590266797967751,0.7007407407407408,0.7317806294348008,0.5790816326530612,0.6103896103896104,0.067,0.01,0.0,0.0,0.0,0.0,251375.0,71304.0,9290.0,90.9090909090909,75.97402597402598,?
pima_diabetes-weka.filters.unsupervised.attribute.ReplaceMissingValues,1,4,weka.classifiers.sklearn.ScikitLearnClassifier,'-batch 100 -learner XGBClassifier -py-command python -py-path default -server-name none',-6212485658537766441,2.0230823102700002E7,691.0,77.0,58.0,19.0,0.0,75.32467532467533,24.675324675324674,0.0,0.4439376662865831,0.29395057440396155,0.44053804620791237,64.61052272014572,92.32201537529464,71.96830017538234,69.79204647225282,2.176253703129518,0.9346532490309395,0.9063902139253613,0.028263035105578156,24.57129855672383,0.3191077734639458,34.14183535924161,0.84,42.0,0.4074074074074074,11.0,0.5925925925925926,16.0,0.16,8.0,0.7924528301886793,0.84,0.8155339805825242,0.44565871858907996,0.7992592592592592,0.8888061729123593,0.7532467532467533,0.32065416065416064,0.6793458393458393,0.24675324675324675,0.7483459936290124,0.7532467532467533,0.7495827986975903,0.44565871858907996,0.7992592592592592,0.8101848754979347,0.7214924804873406,0.7532467532467533,0.061,0.01,0.0,0.0,0.0,0.0,249472.0,71304.0,9290.0,97.40259740259741,78.57142857142857,?
pima_diabetes-weka.filters.unsupervised.attribute.ReplaceMissingValues,1,5,weka.classifiers.sklearn.ScikitLearnClassifier,'-batch 100 -learner XGBClassifier -py-command python -py-path default -server-name none',-6212485658537766441,2.0230823102700002E7,691.0,77.0,60.0,17.0,0.0,77.92207792207792,22.07792207792208,0.0,0.4936170212765959,0.23444897862859207,0.4082479601313144,51.53203422416398,85.55509513107505,71.96830017538234,75.89751110223247,-3.929210926850132,0.9346532490309395,0.9856819623666555,-0.051028713335716,34.34375006928146,0.4460227281724865,47.720663105266965,0.88,44.0,0.4074074074074074,11.0,0.5925925925925926,16.0,0.12,6.0,0.8,0.88,0.8380952380952381,0.49918452017784487,0.8281481481481482,0.8828200450129999,0.7792207792207793,0.3066281866281866,0.6933718133718133,0.22077922077922077,0.7744982290436836,0.7792207792207793,0.7732131813764467,0.4991845201778449,0.8281481481481482,0.8471447448437559,0.745578231292517,0.7792207792207793,0.073,0.01,0.0,0.0,0.0,0.0,252376.0,71304.0,9290.0,93.50649350649351,72.72727272727273,?
pima_diabetes-weka.filters.unsupervised.attribute.ReplaceMissingValues,1,6,weka.classifiers.sklearn.ScikitLearnClassifier,'-batch 100 -learner XGBClassifier -py-command python -py-path default -server-name none',-6212485658537766441,2.0230823102700002E7,691.0,77.0,54.0,23.0,0.0,70.12987012987013,29.87012987012987,0.0,0.3384385506163617,0.3188645288001016,0.4939776732231341,70.0866257004663,103.52117083852303,71.96830017538234,104.16167324923131,-32.193373073848974,0.9346532490309395,1.3527490032367704,-0.41809575420583084,20.506288002276175,0.2663154286009893,28.49350054441137,0.78,39.0,0.4444444444444444,12.0,0.5555555555555556,15.0,0.22,11.0,0.7647058823529411,0.78,0.7722772277227723,0.3385786396448106,0.7451851851851852,0.8657651572518655,0.7012987012987013,0.36574314574314576,0.6342568542568543,0.2987012987012987,0.6988599635658459,0.7012987012987013,0.6999594838190019,0.3385786396448106,0.7451851851851852,0.7569833767283681,0.6691574817859145,0.7012987012987013,0.063,0.008,0.0,0.0,0.0,0.0,251103.0,71304.0,9290.0,88.31168831168831,73.37662337662337,?
pima_diabetes-weka.filters.unsupervised.attribute.ReplaceMissingValues,1,7,weka.classifiers.sklearn.ScikitLearnClassifier,'-batch 100 -learner XGBClassifier -py-command python -py-path default -server-name none',-6212485658537766441,2.0230823102700002E7,691.0,77.0,60.0,17.0,0.0,77.92207792207792,22.07792207792208,0.0,0.5110197982816587,0.2503819894804419,0.4189436380487639,55.03412011643056,87.79655089101172,71.96830017538234,74.93191368252792,-2.963613507145581,0.9346532490309395,0.9731417361367263,-0.03848848710578677,31.66061333512165,0.41117679656002143,43.99244286438151,0.84,42.0,0.3333333333333333,9.0,0.6666666666666666,18.0,0.16,8.0,0.8235294117647058,0.84,0.8316831683168315,0.5112313234371975,0.825925925925926,0.9013547819705442,0.7792207792207793,0.27255411255411255,0.7274458874458873,0.22077922077922077,0.7775166010460127,0.7792207792207793,0.7782309228227403,0.5112313234371975,0.825925925925926,0.8307139851649735,0.7554642256678497,0.7792207792207793,0.074,0.009,0.0,0.0,0.0,0.0,252103.0,71304.0,9290.0,92.20779220779221,72.72727272727273,?
pima_diabetes-weka.filters.unsupervised.attribute.ReplaceMissingValues,1,8,weka.classifiers.sklearn.ScikitLearnClassifier,'-batch 100 -learner XGBClassifier -py-command python -py-path default -server-name none',-6212485658537766441,2.0230823102700002E7,691.0,77.0,55.0,22.0,0.0,71.42857142857143,28.571428571428573,0.0,0.3617181612660135,0.30264886246537526,0.464691828436931,66.5224119537623,97.38383891928557,71.96830017538234,89.10725790189181,-17.138957726509474,0.9346532490309395,1.1572371156089847,-0.22258386657804513,23.242547970980567,0.301851272350397,32.29553555432031,0.8,40.0,0.4444444444444444,12.0,0.5555555555555556,15.0,0.2,10.0,0.7692307692307693,0.8,0.7843137254901961,0.36232865092627065,0.7577777777777778,0.8604474139110495,0.7142857142857143,0.3587301587301587,0.6412698412698413,0.2857142857142857,0.70989010989011,0.7142857142857143,0.7115923292393881,0.36232865092627065,0.7577777777777778,0.7794861599670483,0.6806184012066365,0.7142857142857143,0.084,0.01,0.015625,0.0,15.625,0.0,255183.0,71304.0,9290.0,90.9090909090909,76.62337662337663,?
pima_diabetes-weka.filters.unsupervised.attribute.ReplaceMissingValues,1,9,weka.classifiers.sklearn.ScikitLearnClassifier,'-batch 100 -learner XGBClassifier -py-command python -py-path default -server-name none',-6212485658537766441,2.0230823102700002E7,692.0,76.0,52.0,24.0,0.0,68.42105263157895,31.57894736842105,0.0,0.25732899022801314,0.3014642018621951,0.4565192927753501,66.59586137971016,96.21409799299056,70.45387453942844,84.09857875456761,-13.644704215139171,0.9270246649924795,1.1065602467706264,-0.179535581778147,21.523814439480226,0.283208084730003,30.550221091722573,0.82,41.0,0.5769230769230769,15.0,0.4230769230769231,11.0,0.18,9.0,0.7321428571428571,0.82,0.7735849056603773,0.26188244993205934,0.7592307692307693,0.8647487965388558,0.6842105263157895,0.4411336032388664,0.5588663967611336,0.3157894736842105,0.6698308270676692,0.6842105263157895,0.672552998575191,0.2618824499320594,0.7592307692307693,0.7867458552029813,0.6259228876127974,0.6842105263157895,0.089,0.01,0.0,0.0,0.0,0.0,257632.0,71405.0,9189.0,92.10526315789474,73.6842105263158,?
pima_diabetes-weka.filters.unsupervised.attribute.ReplaceMissingValues,1,10,weka.classifiers.sklearn.ScikitLearnClassifier,'-batch 100 -learner XGBClassifier -py-command python -py-path default -server-name none',-6212485658537766441,2.0230823102700002E7,692.0,76.0,61.0,15.0,0.0,80.26315789473684,19.736842105263158,0.0,0.5403225806451615,0.2332386684690715,0.39590986543426016,51.524293557265416,83.44030842093778,70.45387453942844,56.83802763815008,13.61584690127836,0.9270246649924795,0.7478687847125011,0.17915588027997842,33.95297414436262,0.446749659794245,48.19177705459102,0.9,45.0,0.38461538461538464,10.0,0.6153846153846154,16.0,0.1,5.0,0.8181818181818182,0.9,0.8571428571428572,0.5467793878409271,0.8476923076923077,0.9174529303454614,0.8026315789473685,0.2872469635627531,0.712753036437247,0.19736842105263158,0.7989291410344043,0.8026315789473685,0.7968325067989123,0.5467793878409271,0.8476923076923079,0.8686325605725947,0.7689969604863223,0.8026315789473685,0.069,0.01,0.0,0.0,0.0,0.0,256908.0,71405.0,9189.0,96.05263157894737,76.3157894736842,?
pima_diabetes-weka.filters.unsupervised.attribute.ReplaceMissingValues,2,1,weka.classifiers.sklearn.ScikitLearnClassifier,'-batch 100 -learner XGBClassifier -py-command python -py-path default -server-name none',-6212485658537766441,2.0230823102700002E7,691.0,77.0,53.0,24.0,0.0,68.83116883116882,31.16883116883117,0.0,0.33810888252148996,0.31256970594936584,0.46560768519000123,68.70301964478371,97.57577181127147,71.96830017538248,73.64823153487403,-1.6799313594915475,0.9346532490309413,0.9564705394139484,-0.021817290383007112,20.36269196203948,0.2644505449615517,28.29397375291178,0.72,36.0,0.37037037037037035,10.0,0.6296296296296297,17.0,0.28,14.0,0.782608695652174,0.72,0.7499999999999999,0.3401851500506696,0.7874074074074074,0.8954535683806875,0.6883116883116883,0.3386820586820587,0.6613179413179413,0.3116883116883117,0.7004790440975573,0.6883116883116883,0.69256605463502,0.3401851500506696,0.7874074074074074,0.8008265958830693,0.668103448275862,0.6883116883116883,0.069,0.008,0.0,0.0,0.0,0.0,258448.0,71304.0,9290.0,96.1038961038961,74.67532467532467,?
pima_diabetes-weka.filters.unsupervised.attribute.ReplaceMissingValues,2,2,weka.classifiers.sklearn.ScikitLearnClassifier,'-batch 100 -learner XGBClassifier -py-command python -py-path default -server-name none',-6212485658537766441,2.0230823102700002E7,691.0,77.0,54.0,23.0,0.0,70.12987012987013,29.87012987012987,0.0,0.3148936170212767,0.33536291641474186,0.507548622630373,73.7129817638385,106.36518717404094,71.96830017538248,117.2781889565526,-45.309888781170116,0.9346532490309413,1.5230933630721117,-0.5884401140411704,17.76936215899948,0.23077093712986338,24.690540301350175,0.82,41.0,0.5185185185185185,14.0,0.48148148148148145,13.0,0.18,9.0,0.7454545454545455,0.82,0.780952380952381,0.31844529735483207,0.7022222222222222,0.8153862506388093,0.7012987012987013,0.3998172198172198,0.6001827801827802,0.2987012987012987,0.6912632821723731,0.7012987012987013,0.6931707748034278,0.318445297354832,0.7022222222222222,0.7090206583765272,0.6557823129251701,0.7012987012987013,0.068,0.008,0.0,0.0,0.0,0.0,248566.0,71304.0,9290.0,83.11688311688312,70.77922077922078,?
pima_diabetes-weka.filters.unsupervised.attribute.ReplaceMissingValues,2,3,weka.classifiers.sklearn.ScikitLearnClassifier,'-batch 100 -learner XGBClassifier -py-command python -py-path default -server-name none',-6212485658537766441,2.0230823102700002E7,691.0,77.0,56.0,21.0,0.0,72.72727272727273,27.272727272727273,0.0,0.35138387484957884,0.2714827361312971,0.46100779062493014,59.67207761544743,96.61178801823307,71.96830017538248,86.85003646180883,-14.881736286426346,0.9346532490309413,1.1279225514520628,-0.19326930242112136,27.21680640303065,0.35346501822117726,37.81777023593013,0.88,44.0,0.5555555555555556,15.0,0.4444444444444444,12.0,0.12,6.0,0.7457627118644068,0.88,0.8073394495412843,0.3658010669613767,0.8044444444444444,0.8953060868752849,0.7272727272727273,0.4028282828282828,0.5971717171717171,0.2727272727272727,0.7180277349768875,0.7272727272727273,0.7112593828190158,0.3658010669613767,0.8044444444444444,0.8136327639841543,0.6703363914373088,0.7272727272727273,0.069,0.008,0.0,0.0,0.0,0.0,256907.0,71304.0,9290.0,89.6103896103896,68.18181818181819,?
